"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C18H30O"	"[M - H2O + H]+"	"C18H29+"	"Fatty acids"	0.935	"Fatty acyls"	0.782	"Fatty alcohols"	0.359	"Lipids and lipid-like molecules"	0.876	"Fatty Acyls"	0.641	NA	NA	NA	NA	"Fatty Acyls"	0.641	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	245.226	142	2.366	860777993495382144	860777659377105024	860777659377105024	608	NA	608
1	"C18H30O"	"[M + H]+"	"C18H31O+"	"Fatty acids"	0.962	"Fatty acyls"	0.949	"Fatty aldehydes"	0.479	"Lipids and lipid-like molecules"	0.681	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.681	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	263.237	142	2.367	860778004664815616	860777659414853760	860777659414853760	609	NA	609
1	"C11H18O"	"[M + H3N + H]+"	"C11H22NO+"	"Fatty acids"	0.76	"Fatty acyls"	0.717	"Fatty aldehydes"	0.68	"Organic oxygen compounds"	0.991	"Organooxygen compounds"	0.984	"Carbonyl compounds"	0.626	NA	NA	"Carbonyl compounds"	0.626	"Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	184.17	142	2.369	860778016270456320	860777659129641088	860777659125446784	602	NA	602
1	"C32H46O8"	"[M + Na]+"	"C32H46NaO8+"	"Polyketides"	0.528	"Macrolides"	0.552	"Polyene macrolides"	0.144	"Lipids and lipid-like molecules"	0.81	"Steroids and steroid derivatives"	0.541	NA	NA	NA	NA	"Steroids and steroid derivatives"	0.541	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	581.309	142	2.372	860778008049619328	860777659620374656	860777659620374656	615	NA	615
1	"C32H49NO8"	"[M + H]+"	"C32H50NO8+"	"Polyketides"	0.86	"Macrolides"	0.913	"Open-chain polyketides"	0.647	"Organic acids and derivatives"	0.968	"Carboxylic acids and derivatives"	0.946	"Amino acids, peptides, and analogues"	0.601	"Amino acids and derivatives"	0.599	"Amino acids and derivatives"	0.599	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	576.353	142	2.374	860778048495297280	860777659653929088	860777659653929088	616	NA	616
1	"C13H20O"	"[M + H3N + H]+"	"C13H24NO+"	"Terpenoids"	0.933	"Monoterpenoids"	0.498	"Pinane monoterpenoids"	0.215	"Lipids and lipid-like molecules"	0.55	"Prenol lipids"	0.542	NA	NA	NA	NA	"Prenol lipids"	0.542	"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	210.185	142	2.375	860778018984171264	860777659343550592	860777659343550592	607	NA	607
1	"C11H29N5O2"	"[M + H3N + H]+"	"C11H33N6O2+"	"Fatty acids"	0.609	"Fatty acyls"	0.358	"Polyamines"	0.506	"Organic nitrogen compounds"	0.998	"Organonitrogen compounds"	0.988	NA	NA	NA	NA	"Organonitrogen compounds"	0.988	"Organic compounds; Organonitrogen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	281.266	143	2.375	860778042413555072	860777659217721472	860777659217721472	604	NA	604
1	"C14H22O"	"[M + H3N + H]+"	"C14H26NO+"	"Terpenoids"	0.766	"Fatty acyls"	0.488	"Fatty aldehydes"	0.383	"Lipids and lipid-like molecules"	0.517	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.517	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	224.201	143	2.375	860777996628527744	860777659444213888	860777659444213888	610	NA	610
1	"C41H68O5"	"[M - H2O + H]+"	"C41H67O4+"	"Polyketides"	0.983	"Linear polyketides"	0.988	"Acetogenins"	0.83	"Lipids and lipid-like molecules"	0.876	"Fatty Acyls"	0.806	"Fatty alcohols"	0.86	"Annonaceous acetogenins"	0.754	"Annonaceous acetogenins"	0.754	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Annonaceous acetogenins; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	623.5	143	2.383	860778007907012992	860777659691677824	860777659691677824	617	NA	617
5	"C34H62N8O4"	"[M + H]+"	"C34H63N8O4+"	"Alkaloids"	0.493	"Nucleosides"	0.13	"Purine nucleosides"	0.034	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Amines"	0.984	"Tertiary amines"	0.947	"Dialkylarylamines"	0.961	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Oxazinanes; Piperidines; Ethers; Organonitrogen compounds; Organooxygen compounds; Morpholines; Dialkyl ethers; Aminopyrimidines and derivatives; Diazines; Amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	647.497	143	2.391	860778051821380992	860777659737815168	860777659737815168	618	NA	618
1	"C39H68O5"	"[M + Na]+"	"C39H68NaO5+"	"Fatty acids"	0.938	"Glycerolipids"	0.976	"Diacylglycerols"	0.84	"Lipids and lipid-like molecules"	0.994	"Steroids and steroid derivatives"	0.382	"Steroid esters"	0.613	NA	NA	"Steroid esters"	0.613	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; Secondary alcohols; Steroid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	639.495	144	2.395	860778040186379136	860777659511322752	860777659511322752	612	NA	612
2	"C29H21NO6"	"[M + H3N + H]+"	"C29H25N2O6+"	"Shikimates and Phenylpropanoids"	0.578	"Chromanes"	0.127	"Anthraquinones and anthrones"	0.041	"Benzenoids"	0.999	"Phenol ethers"	0.762	NA	NA	NA	NA	"Phenol ethers"	0.762	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	497.17	145	2.411	860778057332696960	860777659922364672	860777659922364672	623	NA	623
1	"C36H71O8P"	"[M - H2O + H]+"	"C36H70O7P+"	"Polyketides"	0.451	"Diterpenoids"	0.236	"Open-chain polyketides"	0.14	"Lipids and lipid-like molecules"	0.728	"Fatty Acyls"	0.657	"Fatty acid esters"	0.644	NA	NA	"Fatty acid esters"	0.644	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	645.482	145	2.416	860778015716808064	860777659809118464	860777659809118336	620	NA	620
11	"C32H26O4"	"[M + H]+"	"C32H27O4+"	"Shikimates and Phenylpropanoids"	0.93	"Flavonoids"	0.394	"Chalcones"	0.391	"Benzenoids"	0.999	"Benzene and substituted derivatives"	0.962	"Benzoyl derivatives"	0.557	NA	NA	"Benzoyl derivatives"	0.557	"Organic compounds; Ketones; Alkyl aryl ethers; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	475.188	145	2.416	860777992954316800	860777659846867200	860777659846867200	621	NA	621
1	"C26H31ClO6"	"[M + H3N + H]+"	"C26H35ClNO6+"	"Polyketides"	0.967	"Chromanes"	0.68	"Azaphilones"	0.717	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbonyl compounds"	0.923	"Ketones"	0.775	"Cyclohexenones"	0.52	"Organic compounds; Organoheterocyclic compounds; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Benzenoids; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities"	492.215	145	2.417	860778012399113088	860777659884615936	860777659884615936	622	NA	622
5	"C28H35ClO6"	"[M + H3N + H]+"	"C28H39ClNO6+"	"Polyketides"	0.778	"Chromanes"	0.18	"Azaphilones"	0.177	"Benzenoids"	0.666	NA	NA	NA	NA	NA	NA	"Benzenoids"	0.666	"Organic compounds; Organoheterocyclic compounds; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Benzenoids; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	520.247	145	2.423	860778067931704192	860777659960113408	860777659960113408	624	NA	624
3	"C18H26"	"[M + H3N + H]+"	"C18H30N+"	"Terpenoids"	0.4	"Fatty acyls"	0.569	"Hydrocarbons"	0.452	"Hydrocarbons"	0.998	"Aromatic hydrocarbons"	0.592	NA	NA	NA	NA	"Aromatic hydrocarbons"	0.592	"Organic compounds; Hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Aromatic hydrocarbons; Chemical entities"	260.238	145	2.425	8.60778004971e+17	860777660027222272	860777660027222272	626	NA	626
1	"C28H45NO3"	"[M + H3N + H]+"	"C28H49N2O3+"	"Terpenoids"	0.609	"Pseudoalkaloids (transamidation)"	0.361	"Open-chain polyketides"	0.122	"Benzenoids"	0.746	NA	NA	NA	NA	NA	NA	"Benzenoids"	0.746	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	461.371	145	2.425	860777999119944832	860777659993667840	860777659993667840	625	NA	625
1	"C25H43NO2"	"[M + H3N + H]+"	"C25H47N2O2+"	"Fatty acids"	0.902	"Fatty amides"	0.591	"N-acyl ethanolamines (endocannabinoids)"	0.301	"Lipids and lipid-like molecules"	0.796	"Fatty Acyls"	0.657	"Fatty amides"	0.637	"N-acyl amines"	0.6	"N-acyl amines"	0.6	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	407.363	146	2.426	860777994883696896	860777660060776704	860777660060776704	627	NA	627
1	"C20H42N2O5"	"[M + H3N + H]+"	"C20H46N3O5+"	"Amino acids and Peptides"	0.717	"Small peptides"	0.487	"Dipeptides"	0.14	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.996	"Amino acids, peptides, and analogues"	0.765	"Amino acids and derivatives"	0.753	"N-acyl-alpha amino acids and derivatives"	0.563	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	408.345	147	2.443	860777997702269824	860777660094331136	860777660094331136	628	NA	628
1	"C23H44O3"	"[M + H3N + H]+"	"C23H48NO3+"	"Fatty acids"	0.995	"Fatty esters"	0.726	"Wax monoesters"	0.688	"Lipids and lipid-like molecules"	0.977	"Fatty Acyls"	0.97	"Fatty alcohols"	0.783	"Long-chain fatty alcohols"	0.508	"Long-chain fatty alcohols"	0.508	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	386.363	147	2.449	860777998604045312	860777660161440000	860777660161440000	630	NA	630
1	"C22H33ClN2O2"	"[M + Na]+"	"C22H33ClN2NaO2+"	"Fatty acids"	0.992	"Fatty amides"	0.811	"N-acyl amines"	0.134	"Lipids and lipid-like molecules"	0.902	"Fatty Acyls"	0.884	"Fatty amides"	0.921	"N-acyl amines"	0.863	"N-acyl amines"	0.863	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; N-acyl amines; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	415.212	147	2.45	860778004081807232	860777660866083072	860777660866083072	650	NA	650
1	"C18H33NO"	"[M + Na]+"	"C18H33NNaO+"	"Fatty acids"	1	"Fatty amides"	0.999	"Primary amides"	1	"Lipids and lipid-like molecules"	0.885	"Fatty Acyls"	0.909	"Fatty amides"	0.885	NA	NA	"Fatty amides"	0.885	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	302.246	147	2.453	860777999946222848	860777660731865344	860777660731865344	646	NA	646
1	"C31H45NO6"	"[M + H]+"	"C31H46NO6+"	"Polyketides"	0.602	"Pseudoalkaloids (transamidation)"	0.65	"Open-chain polyketides"	0.214	"Lipids and lipid-like molecules"	0.583	"Steroids and steroid derivatives"	0.594	NA	NA	NA	NA	"Steroids and steroid derivatives"	0.594	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Benzenoids; Amines; Tertiary amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	528.333	147	2.454	860778015037330688	860777660194994432	860777660194994432	631	NA	631
6	"C27H29N5O4"	"[M + H3N + H]+"	"C27H33N6O4+"	"Amino acids and Peptides"	0.586	"Oligopeptides"	0.064	"Other indole diketopiperazine alkaloids"	0.06	"Benzenoids"	0.953	"Benzene and substituted derivatives"	0.771	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.771	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	505.256	148	2.46	860778003821760256	860777660232743168	860777660232743168	632	NA	632
1	"C29H38O6"	"[M + H3N + H]+"	"C29H42NO6+"	"Terpenoids"	0.89	"Steroids"	0.509	"Ergostane steroids"	0.224	"Lipids and lipid-like molecules"	0.854	"Steroids and steroid derivatives"	0.613	NA	NA	NA	NA	"Steroids and steroid derivatives"	0.613	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Pyrans; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	500.301	148	2.46	860778010645893888	860777660266297600	860777660266297600	633	NA	633
